,Cmd,Ct_err,Cc_err,CD,SP
"('M2M1M3_0.036_0.07_AAA', (10, 0, 0, 0, 0, False))",,9.815784912,-100,392,668
"('M2M1M3_0.036_0.07_ABA', (0, 0, 0, 0, 0, False))",,5.893800389,-100,500,605
"('M2M1M3_0.036_0.07_ABA', (10, 0, 0, 0, 0, False))",,8.657585025,-100,500,605
"('M2M1M3_0.036_0.07_BAB', (0, 0, 0, 0, 0, False))",,6.996098187,-100,410,605
"('M2M1M3_0.036_0.07_BAB', (10, 0, 0, 0, 0, False))",,10.40524522,-100,410,605
"('M2M1M3_0.036_0.07_BBB', (0, 0, 0, 0, 0, False))",,7.015755403,-100,444,616
"('M2M1M3_0.036_0.07_BBB', (10, 0, 0, 0, 0, False))",,9.500444261,-100,444,616
"('M3M2M4_0.018_0.017', (0, 0, 0, 0, 0, False))",,-0.215766145,-0.83801542,176,174
"('M3M2M4_0.018_0.017', (10, 0, 0, 0, 0, False))",,5.092939414,1.580594313,176,174
"('M3M2M4_0.018_0.017_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,1.478186767,-100,176,174
"('M3M2M4_0.018_0.017_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,7.395967797,-100,176,174
"('M3M2M4_0.018_0.017_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,1.478186767,-100,176,174
"('M3M2M4_0.018_0.017_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,7.395967797,-100,176,174
"('M3M2M4_0.018_0.02', (0, 0, 0, 0, 0, False))",,1.389708035,-0.260116996,180,200
"('M3M2M4_0.018_0.02', (10, 0, 0, 0, 0, False))",,7.672009681,2.078139949,180,200
"('M3M2M4_0.018_0.024', (0, 0, 0, 0, 0, False))",,1.031932458,-0.646223766,212,208
"('M3M2M4_0.018_0.024', (10, 0, 0, 0, 0, False))",,6.582665237,1.991225383,212,208
"('M3M2M4_0.018_0.024_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,1.180411292,-100,208,212
"('M3M2M4_0.018_0.024_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,6.235003301,-100,208,212
"('M3M2M4_0.018_0.024_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,1.180411292,-100,208,212
"('M3M2M4_0.018_0.024_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,6.235003301,-100,208,212
"('M3M2M4_0.018_0.02_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.033583477,-100,178,202
"('M3M2M4_0.018_0.02_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,8.984325532,-100,178,202
"('M3M2M4_0.018_0.02_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.033583477,-100,178,202
"('M3M2M4_0.018_0.02_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,8.984325532,-100,178,202
"('M3M2M4_0.018_0.03', (0, 0, 0, 0, 0, False))",,1.572876617,-0.496375348,236,244
"('M3M2M4_0.018_0.03', (10, 0, 0, 0, 0, False))",,5.691407509,1.222304434,236,244
"('M3M2M4_0.018_0.034', (0, 0, 0, 0, 0, False))",,2.360514024,-0.113866103,254,266
"('M3M2M4_0.018_0.034', (10, 0, 0, 0, 0, False))",,6.385796947,1.326005624,254,266
"('M3M2M4_0.018_0.034_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,1.468817722,-100,242,278
"('M3M2M4_0.018_0.034_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.587231781,-100,242,278
"('M3M2M4_0.018_0.034_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,1.468817722,-100,242,278
"('M3M2M4_0.018_0.034_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.587231781,-100,242,278
"('M3M2M4_0.018_0.03_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.351205245,-100,228,252
"('M3M2M4_0.018_0.03_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,6.554742154,-100,228,252
"('M3M2M4_0.018_0.03_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.351205245,-100,228,252
"('M3M2M4_0.018_0.03_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,6.554742154,-100,228,252
"('M3M2M4_0.018_0.046', (0, 0, 0, 0, 0, False))",,2.17801869,-0.346717029,298,342
"('M3M2M4_0.018_0.046', (10, 0, 0, 0, 0, False))",,5.7089598,0.481813053,298,342
"('M3M2M4_0.018_0.046_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.60746381,-100,278,362
"('M3M2M4_0.018_0.046_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.4387337,-100,278,362
"('M3M2M4_0.018_0.046_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.60746381,-100,278,362
"('M3M2M4_0.018_0.046_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.4387337,-100,278,362
"('M3M2M4_0.018_0.048', (0, 0, 0, 0, 0, False))",,3.808643723,-0.194953274,298,362
"('M3M2M4_0.018_0.048', (10, 0, 0, 0, 0, False))",,5.891324977,0.325816404,298,362
"('M3M2M4_0.018_0.048_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.7630685,-100,278,382
"('M3M2M4_0.018_0.048_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.073035729,-100,278,382
"('M3M2M4_0.018_0.048_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.7630685,-100,278,382
"('M3M2M4_0.018_0.048_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.073035729,-100,278,382
"('M3M2M4_0.018_0.051', (0, 0, 0, 0, 0, False))",,2.957411075,-0.154663725,302,388
"('M3M2M4_0.018_0.051', (10, 0, 0, 0, 0, False))",,6.134910887,0.474469205,302,388
"('M3M2M4_0.018_0.051_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.079180874,-100,282,408
"('M3M2M4_0.018_0.051_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.110940235,-100,282,408
"('M3M2M4_0.018_0.051_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.079180874,-100,282,408
"('M3M2M4_0.018_0.051_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.110940235,-100,282,408
"('M3M2M4_0.018_0.052', (0, 0, 0, 0, 0, False))",,3.647455533,-100,312,388
"('M3M2M4_0.018_0.052', (10, 0, 0, 0, 0, False))",,6.336327833,-100,312,388
"('M3M2M4_0.018_0.052_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.277017716,-100,282,418
"('M3M2M4_0.018_0.052_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.371043477,-100,282,418
"('M3M2M4_0.018_0.052_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.277017716,-100,282,418
"('M3M2M4_0.018_0.052_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.371043477,-100,282,418
"('M3M2M4_0.018_0.06', (0, 0, 0, 0, 0, False))",,3.88791366,-100,358,422
"('M3M2M4_0.018_0.06', (10, 0, 0, 0, 0, False))",,7.197691457,-100,358,422
"('M3M2M4_0.018_0.062', (0, 0, 0, 0, 0, False))",,4.279318798,-100,362,438
"('M3M2M4_0.018_0.062', (10, 0, 0, 0, 0, False))",,6.660617333,-100,362,438
"('M3M2M4_0.018_0.062_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.629532449,-100,328,472
"('M3M2M4_0.018_0.062_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,6.163568887,-100,328,472
"('M3M2M4_0.018_0.062_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.629532449,-100,328,472
"('M3M2M4_0.018_0.062_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,6.163568887,-100,328,472
"('M3M2M4_0.018_0.06_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.489808681,-100,324,456
"('M3M2M4_0.018_0.06_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,6.355275133,-100,324,456
"('M3M2M4_0.018_0.06_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.489808681,-100,324,456
"('M3M2M4_0.018_0.06_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,6.355275133,-100,324,456
"('M3M2M4_0.018_0.07', (0, 0, 0, 0, 0, False))",,4.105577842,-100,370,510
"('M3M2M4_0.018_0.07', (10, 0, 0, 0, 0, False))",,6.186984184,-100,370,510
"('M3M2M4_0.018_0.07_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.592708149,-100,334,546
"('M3M2M4_0.018_0.07_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.500193044,-100,334,546
"('M3M2M4_0.018_0.07_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.592708149,-100,334,546
"('M3M2M4_0.018_0.07_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.500193044,-100,334,546
"('M3M2M4_0.022_0.017', (0, 0, 0, 0, 0, False))",,8.541275336,2.912905598,188,202
"('M3M2M4_0.022_0.017', (10, 0, 0, 0, 0, False))",,14.97697687,5.879914372,188,202
"('M3M2M4_0.022_0.017_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,10.06536361,-100,178,212
"('M3M2M4_0.022_0.017_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,16.60217698,-100,178,212
"('M3M2M4_0.022_0.017_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,10.06536361,-100,178,212
"('M3M2M4_0.022_0.017_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,16.60217698,-100,178,212
"('M3M2M4_0.022_0.02', (0, 0, 0, 0, 0, False))",,2.671836295,0.068756058,218,202
"('M3M2M4_0.022_0.02', (10, 0, 0, 0, 0, False))",,9.041249327,2.860441572,218,202
"('M3M2M4_0.022_0.024', (0, 0, 0, 0, 0, False))",,3.468590569,0.506210698,232,228
"('M3M2M4_0.022_0.024', (10, 0, 0, 0, 0, False))",,7.72937601,1.934032436,232,228
"('M3M2M4_0.022_0.024_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.882828835,-100,214,246
"('M3M2M4_0.022_0.024_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,6.976723362,-100,214,246
"('M3M2M4_0.022_0.024_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.882828835,-100,214,246
"('M3M2M4_0.022_0.024_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,6.976723362,-100,214,246
"('M3M2M4_0.022_0.02_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.939846602,-100,204,216
"('M3M2M4_0.022_0.02_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,7.491543022,-100,204,216
"('M3M2M4_0.022_0.02_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.939846602,-100,204,216
"('M3M2M4_0.022_0.02_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,7.491543022,-100,204,216
"('M3M2M4_0.022_0.03', (0, 0, 0, 0, 0, False))",,3.598491123,0.251085038,262,258
"('M3M2M4_0.022_0.03', (10, 0, 0, 0, 0, False))",,8.338105763,2.196532613,262,258
"('M3M2M4_0.022_0.034', (0, 0, 0, 0, 0, False))",,3.266881657,-0.062298446,272,288
"('M3M2M4_0.022_0.034', (10, 0, 0, 0, 0, False))",,6.956904134,1.247581354,272,288
"('M3M2M4_0.022_0.034_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.284431793,-100,248,312
"('M3M2M4_0.022_0.034_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,6.337250322,-100,248,312
"('M3M2M4_0.022_0.034_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.284431793,-100,248,312
"('M3M2M4_0.022_0.034_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,6.337250322,-100,248,312
"('M3M2M4_0.022_0.03_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.671901745,-100,240,280
"('M3M2M4_0.022_0.03_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,6.449979132,-100,240,280
"('M3M2M4_0.022_0.03_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.671901745,-100,240,280
"('M3M2M4_0.022_0.03_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,6.449979132,-100,240,280
"('M3M2M4_0.022_0.046', (0, 0, 0, 0, 0, False))",,3.124379591,-0.109440143,324,356
"('M3M2M4_0.022_0.046', (10, 0, 0, 0, 0, False))",,6.097379392,0.513103038,324,356
"('M3M2M4_0.022_0.046_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.139015693,-100,298,382
"('M3M2M4_0.022_0.046_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,6.194623967,-100,298,382
"('M3M2M4_0.022_0.046_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.139015693,-100,298,382
"('M3M2M4_0.022_0.046_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,6.194623967,-100,298,382
"('M3M2M4_0.022_0.048', (0, 0, 0, 0, 0, False))",,3.565095263,0.121815697,352,347
"('M3M2M4_0.022_0.048', (10, 0, 0, 0, 0, False))",,6.435046603,0.8107648,352,347
"('M3M2M4_0.022_0.048_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.620216366,-100,330,370
"('M3M2M4_0.022_0.048_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.836153076,-100,330,370
"('M3M2M4_0.022_0.048_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.620216366,-100,330,370
"('M3M2M4_0.022_0.048_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.836153076,-100,330,370
"('M3M2M4_0.022_0.051', (0, 0, 0, 0, 0, False))",,3.506975914,-0.252691984,366,364
"('M3M2M4_0.022_0.051', (10, 0, 0, 0, 0, False))",,6.247563948,0.691580534,366,364
"('M3M2M4_0.022_0.051_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.002711363,-100,344,386
"('M3M2M4_0.022_0.051_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,4.76763808,-100,344,386
"('M3M2M4_0.022_0.051_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.002711363,-100,344,386
"('M3M2M4_0.022_0.051_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,4.76763808,-100,344,386
"('M3M2M4_0.022_0.052', (0, 0, 0, 0, 0, False))",,2.986243307,-100,370,370
"('M3M2M4_0.022_0.052', (10, 0, 0, 0, 0, False))",,6.125807631,-100,370,370
"('M3M2M4_0.022_0.052_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.004905582,-100,348,392
"('M3M2M4_0.022_0.052_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.54671667,-100,348,392
"('M3M2M4_0.022_0.052_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.004905582,-100,348,392
"('M3M2M4_0.022_0.052_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.54671667,-100,348,392
"('M3M2M4_0.022_0.06', (0, 0, 0, 0, 0, False))",,3.541724359,-100,386,434
"('M3M2M4_0.022_0.06', (10, 0, 0, 0, 0, False))",,5.922290232,-100,386,434
"('M3M2M4_0.022_0.062', (0, 0, 0, 0, 0, False))",,4.099030142,-100,376,464
"('M3M2M4_0.022_0.062', (10, 0, 0, 0, 0, False))",,5.990325878,-100,376,464
"('M3M2M4_0.022_0.062_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.79032298,-100,354,486
"('M3M2M4_0.022_0.062_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.589338725,-100,354,486
"('M3M2M4_0.022_0.062_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.79032298,-100,354,486
"('M3M2M4_0.022_0.062_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.589338725,-100,354,486
"('M3M2M4_0.022_0.06_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.057933949,-100,364,456
"('M3M2M4_0.022_0.06_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.045470148,-100,364,456
"('M3M2M4_0.022_0.06_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.057933949,-100,364,456
"('M3M2M4_0.022_0.06_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.045470148,-100,364,456
"('M3M2M4_0.022_0.07', (0, 0, 0, 0, 0, False))",,3.973976525,-100,378,542
"('M3M2M4_0.022_0.07', (10, 0, 0, 0, 0, False))",,6.56083387,-100,378,542
"('M3M2M4_0.022_0.07_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.299717587,-100,354,566
"('M3M2M4_0.022_0.07_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.803913218,-100,354,566
"('M3M2M4_0.022_0.07_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.299717587,-100,354,566
"('M3M2M4_0.022_0.07_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.803913218,-100,354,566
"('M3M2M4_0.024_0.017', (0, 0, 0, 0, 0, False))",,9.06185909,3.014515232,204,206
"('M3M2M4_0.024_0.017', (10, 0, 0, 0, 0, False))",,14.98708252,5.38684706,204,206
"('M3M2M4_0.024_0.017_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,9.975595152,-100,192,218
"('M3M2M4_0.024_0.017_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,15.45307737,-100,192,218
"('M3M2M4_0.024_0.017_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,9.975595152,-100,192,218
"('M3M2M4_0.024_0.017_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,15.45307737,-100,192,218
"('M3M2M4_0.024_0.02', (0, 0, 0, 0, 0, False))",,4.40472448,0.602640679,224,216
"('M3M2M4_0.024_0.02', (10, 0, 0, 0, 0, False))",,8.879956887,2.487402883,224,216
"('M3M2M4_0.024_0.024', (0, 0, 0, 0, 0, False))",,3.075683639,0.466899917,236,244
"('M3M2M4_0.024_0.024', (10, 0, 0, 0, 0, False))",,6.955621029,1.191050548,236,244
"('M3M2M4_0.024_0.024_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.040214721,-100,222,258
"('M3M2M4_0.024_0.024_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,6.293330907,-100,222,258
"('M3M2M4_0.024_0.024_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.040214721,-100,222,258
"('M3M2M4_0.024_0.024_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,6.293330907,-100,222,258
"('M3M2M4_0.024_0.02_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.411564491,-100,208,232
"('M3M2M4_0.024_0.02_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,8.463388786,-100,208,232
"('M3M2M4_0.024_0.02_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.411564491,-100,208,232
"('M3M2M4_0.024_0.02_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,8.463388786,-100,208,232
"('M3M2M4_0.024_0.03', (0, 0, 0, 0, 0, False))",,3.725328395,0.455099358,262,278
"('M3M2M4_0.024_0.03', (10, 0, 0, 0, 0, False))",,7.642080619,1.833494852,262,278
"('M3M2M4_0.024_0.034', (0, 0, 0, 0, 0, False))",,2.977088962,0.062781821,282,298
"('M3M2M4_0.024_0.034', (10, 0, 0, 0, 0, False))",,6.126755824,1.148724654,282,298
"('M3M2M4_0.024_0.034_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.544827221,-100,262,318
"('M3M2M4_0.024_0.034_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.583103234,-100,262,318
"('M3M2M4_0.024_0.034_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.544827221,-100,262,318
"('M3M2M4_0.024_0.034_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.583103234,-100,262,318
"('M3M2M4_0.024_0.03_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.295114923,-100,244,296
"('M3M2M4_0.024_0.03_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.865346876,-100,244,296
"('M3M2M4_0.024_0.03_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.295114923,-100,244,296
"('M3M2M4_0.024_0.03_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.865346876,-100,244,296
"('M3M2M4_0.024_0.046', (0, 0, 0, 0, 0, False))",,4.02759099,0.007825569,358,342
"('M3M2M4_0.024_0.046', (10, 0, 0, 0, 0, False))",,7.089403617,0.571172851,358,342
"('M3M2M4_0.024_0.046_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.644845231,-100,334,366
"('M3M2M4_0.024_0.046_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.196264873,-100,334,366
"('M3M2M4_0.024_0.046_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.644845231,-100,334,366
"('M3M2M4_0.024_0.046_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.196264873,-100,334,366
"('M3M2M4_0.024_0.048', (0, 0, 0, 0, 0, False))",,3.277219126,-0.332016844,364,356
"('M3M2M4_0.024_0.048', (10, 0, 0, 0, 0, False))",,6.024574475,0.385936902,364,356
"('M3M2M4_0.024_0.048_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.181869769,-100,342,378
"('M3M2M4_0.024_0.048_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.085354897,-100,342,378
"('M3M2M4_0.024_0.048_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.181869769,-100,342,378
"('M3M2M4_0.024_0.048_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.085354897,-100,342,378
"('M3M2M4_0.024_0.051', (0, 0, 0, 0, 0, False))",,3.222838702,-0.235001604,370,380
"('M3M2M4_0.024_0.051', (10, 0, 0, 0, 0, False))",,5.941327445,0.392675838,370,380
"('M3M2M4_0.024_0.051_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.444532697,-100,348,402
"('M3M2M4_0.024_0.051_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.43883405,-100,348,402
"('M3M2M4_0.024_0.051_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.444532697,-100,348,402
"('M3M2M4_0.024_0.051_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.43883405,-100,348,402
"('M3M2M4_0.024_0.052', (0, 0, 0, 0, 0, False))",,3.49927765,-100,376,384
"('M3M2M4_0.024_0.052', (10, 0, 0, 0, 0, False))",,5.767972857,-100,376,384
"('M3M2M4_0.024_0.052_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.587204111,-100,354,406
"('M3M2M4_0.024_0.052_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.768082861,-100,354,406
"('M3M2M4_0.024_0.052_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.587204111,-100,354,406
"('M3M2M4_0.024_0.052_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.768082861,-100,354,406
"('M3M2M4_0.024_0.06', (0, 0, 0, 0, 0, False))",,4.359059194,-100,384,456
"('M3M2M4_0.024_0.06', (10, 0, 0, 0, 0, False))",,6.182186195,-100,384,456
"('M3M2M4_0.024_0.062', (0, 0, 0, 0, 0, False))",,4.419886795,-100,384,476
"('M3M2M4_0.024_0.062', (10, 0, 0, 0, 0, False))",,7.03731837,-100,384,476
"('M3M2M4_0.024_0.062_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.158503049,-100,358,502
"('M3M2M4_0.024_0.062_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.632995895,-100,358,502
"('M3M2M4_0.024_0.062_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.158503049,-100,358,502
"('M3M2M4_0.024_0.062_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.632995895,-100,358,502
"('M3M2M4_0.024_0.06_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.547449335,-100,358,482
"('M3M2M4_0.024_0.06_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.251208183,-100,358,482
"('M3M2M4_0.024_0.06_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.547449335,-100,358,482
"('M3M2M4_0.024_0.06_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.251208183,-100,358,482
"('M3M2M4_0.024_0.07', (0, 0, 0, 0, 0, False))",,3.7574483,-100,386,554
"('M3M2M4_0.024_0.07', (10, 0, 0, 0, 0, False))",,6.674678284,-100,386,554
"('M3M2M4_0.024_0.07_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.932487087,-100,358,582
"('M3M2M4_0.024_0.07_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.629641704,-100,358,582
"('M3M2M4_0.024_0.07_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.932487087,-100,358,582
"('M3M2M4_0.024_0.07_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,5.629641704,-100,358,582
"('M3M2M4_0.02_0.017', (0, 0, 0, 0, 0, False))",,9.444919642,4.104983568,182,188
"('M3M2M4_0.02_0.017', (10, 0, 0, 0, 0, False))",,15.35857381,6.207671184,182,188
"('M3M2M4_0.02_0.017_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,11.87886369,-100,176,194
"('M3M2M4_0.02_0.017_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,17.51541193,-100,176,194
"('M3M2M4_0.02_0.017_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,11.87886369,-100,176,194
"('M3M2M4_0.02_0.017_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,17.51541193,-100,176,194
"('M3M2M4_0.02_0.02', (0, 0, 0, 0, 0, False))",,2.490219681,0.744808908,206,194
"('M3M2M4_0.02_0.02', (10, 0, 0, 0, 0, False))",,8.044103387,2.67529341,206,194
"('M3M2M4_0.02_0.024', (0, 0, 0, 0, 0, False))",,1.867955909,-0.18299156,220,220
"('M3M2M4_0.02_0.024', (10, 0, 0, 0, 0, False))",,6.054158778,1.371220298,220,220
"('M3M2M4_0.02_0.024_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,1.857722899,-100,210,230
"('M3M2M4_0.02_0.024_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,6.748043658,-100,210,230
"('M3M2M4_0.02_0.024_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,1.857722899,-100,210,230
"('M3M2M4_0.02_0.024_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,6.748043658,-100,210,230
"('M3M2M4_0.02_0.02_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,3.617298554,-100,200,200
"('M3M2M4_0.02_0.02_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,8.819696453,-100,200,200
"('M3M2M4_0.02_0.02_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,3.617298554,-100,200,200
"('M3M2M4_0.02_0.02_AAA_SRM_2', (10, 0, 0, 0, 0, False))",,8.819696453,-100,200,200
"('M3M2M4_0.02_0.03', (0, 0, 0, 0, 0, False))",,3.448095785,0.446927905,242,258
"('M3M2M4_0.02_0.03', (10, 0, 0, 0, 0, False))",,6.914232,1.510126378,242,258
"('M3M2M4_0.02_0.034', (0, 0, 0, 0, 0, False))",,3.006625499,-0.063668026,262,278
"('M3M2M4_0.02_0.034', (10, 0, 0, 0, 0, False))",,6.983361998,1.551794346,262,278
"('M3M2M4_0.02_0.034_AAA_SRM_1', (0, 0, 0, 0, 0, False))",,2.439439255,-100,244,296
"('M3M2M4_0.02_0.034_AAA_SRM_1', (10, 0, 0, 0, 0, False))",,5.714704201,-100,244,296
"('M3M2M4_0.02_0.034_AAA_SRM_2', (0, 0, 0, 0, 0, False))",,2.439439255,-100,244,296
